15.13333330,36.68333330
14.68333330,36.71666670
14.73333330,36.71666670
14.85000000,36.71666670
15.00000000,36.71666670
15.08333330,36.71666670
14.80000000,36.73333330
15.03333330,36.73333330
15.10000000,36.73333330
14.63333330,36.75000000
14.98333330,36.75000000
14.73333330,36.76666670
14.80000000,36.76666670
15.01666670,36.76666670
15.06666670,36.76666670
12.03333330,36.78333330
14.48333330,36.78333330
14.55000000,36.78333330
14.70000000,36.78333330
14.91666670,36.78333330
15.05000000,36.78333330
14.98333330,36.80000000
15.10000000,36.80000000
14.56666670,36.81666670
14.95000000,36.81666670
14.98333330,36.81666670
11.95000000,36.83333330
14.51666670,36.83333330
15.03333330,36.83333330
15.11666670,36.85000000
14.46666670,36.86666670
14.63333330,36.86666670
14.76666670,36.86666670
15.13333330,36.86666670
14.43333330,36.88333330
14.51666670,36.88333330
14.56666670,36.88333330
14.96666670,36.88333330
15.06666670,36.88333330
14.91666670,36.90000000
15.08333330,36.90000000
15.13333330,36.90000000
14.63333330,36.91666670
14.73333330,36.91666670
14.60000000,36.93333330
14.96666670,36.93333330
15.06666670,36.93333330
14.53333330,36.95000000
14.80000000,36.95000000
14.93333330,36.95000000
15.13333330,36.95000000
14.75000000,36.96666670
14.80000000,36.96666670
14.96666670,36.96666670
15.18333330,36.96666670
14.53333330,36.98333330
14.93333330,36.98333330
14.96666670,36.98333330
15.03333330,36.98333330
15.11666670,36.98333330
15.23333330,36.98333330
14.38333330,37.00000000
14.46666670,37.03333330
14.70000000,37.03333330
15.06666670,37.03333330
14.80000000,37.05000000
15.05000000,37.05000000
14.25000000,37.06666670
14.90000000,37.06666670
15.30000000,37.06666670
14.55000000,37.08333330
14.76666670,37.08333330
14.88333330,37.08333330
15.15000000,37.08333330
15.26666670,37.08333330
13.93333330,37.10000000
14.50000000,37.10000000
15.11666670,37.10000000
15.21666670,37.10000000
15.23333330,37.10000000
15.26666670,37.10000000
14.93333330,37.11666670
15.26666670,37.11666670
14.30000000,37.13333330
14.73333330,37.13333330
14.85000000,37.13333330
14.90000000,37.13333330
15.01666670,37.13333330
14.38333330,37.15000000
14.70000000,37.15000000
15.03333330,37.15000000
15.18333330,37.15000000
13.71666670,37.16666670
14.75000000,37.16666670
13.76666670,37.18333330
14.18333330,37.18333330
14.23333330,37.18333330
14.51666670,37.18333330
15.11666670,37.18333330
15.16666670,37.18333330
15.20000000,37.18333330
14.71666670,37.20000000
14.90000000,37.20000000
14.95000000,37.20000000
13.91666670,37.21666670
14.63333330,37.21666670
14.68333330,37.21666670
14.98333330,37.21666670
15.21666670,37.21666670
14.51666670,37.23333330
14.88333330,37.23333330
13.78333330,37.25000000
13.91666670,37.25000000
14.18333330,37.25000000
14.81666670,37.25000000
14.85000000,37.25000000
15.08333330,37.25000000
13.58333330,37.26666670
13.96666670,37.26666670
14.70000000,37.26666670
14.75000000,37.26666670
14.80000000,37.26666670
15.01666670,37.26666670
13.53333330,37.28333330
13.91666670,37.28333330
14.08333330,37.28333330
14.36666670,37.28333330
14.43333330,37.28333330
14.65000000,37.28333330
15.00000000,37.28333330
15.18333330,37.28333330
13.46666670,37.30000000
13.78333330,37.30000000
13.95000000,37.30000000
14.03333330,37.30000000
14.21666670,37.30000000
14.85000000,37.30000000
14.90000000,37.30000000
13.55000000,37.31666670
13.56666670,37.31666670
